id,Sentence,NER Tag
5725,"['Mr.', 'Zoellick', 'praised', 'the', '""', 'constructive', 'role', '""', 'China', 'played', 'in', 'hosting', 'the', 'recent', 'six-party', 'talks', 'on', 'North', 'Korea', ""'s"", 'nuclear', 'program', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O']"
5726,"['But', 'he', 'also', 'encouraged', 'China', 'to', 'be', 'a', 'responsible', 'stakeholder', 'in', 'global', 'affairs', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5727,"['He', 'said', 'Beijing', ""'s"", '""', 'lack', 'of', 'transparency', '""', 'raises', 'questions', 'about', 'the', 'purpose', 'of', 'China', ""'s"", 'rapid', 'military', 'modernization', 'On', 'trade', ',', 'Mr.', 'Zoellick', 'said', 'China', 'should', 'not', 'take', 'for', 'granted', 'its', 'access', 'to', 'the', 'U.S.', 'market', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
5728,"['On', 'democracy', 'issues', ',', 'Mr.', 'Zoellick', 'said', 'China', ""'s"", 'closed', 'political', 'system', 'is', '""', 'simply', 'not', 'sustainable', '.', '""']","['O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5729,"['He', 'said', 'as', 'economic', 'growth', 'continues', ',', 'the', 'Chinese', 'people', 'will', 'want', 'a', 'greater', 'say', 'in', 'their', 'future', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5730,"['The', 'Egyptian', 'Health', 'Ministry', 'says', 'a', '15-year-old', 'girl', 'has', 'died', 'of', 'bird', 'flu', ',', 'the', 'second', 'such', 'death', 'in', 'as', 'many', 'days', '.']","['O', 'B-gpe', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5731,"['The', 'ministry', 'says', 'the', 'girl', 'died', 'Monday', 'after', 'contracting', 'the', 'deadly', 'H5N1', 'strain', 'of', 'bird', 'flu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5732,"['The', 'girl', 'was', 'apparently', 'from', 'the', 'same', 'family', 'as', 'a', '30-year-old', 'woman', 'who', 'died', 'of', 'bird', 'flu', 'on', 'Sunday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
5733,"['Two', 'members', 'of', 'the', 'woman', ""'s"", 'family', 'had', 'also', 'been', 'diagnosed', 'with', 'bird', 'flu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5734,"['A', 'regional', 'official', 'of', 'the', 'World', 'Health', 'Organization', 'said', 'the', 'woman', 'had', 'been', 'hospitalized', 'in', 'mid-December', 'but', 'was', 'only', 'tested', 'for', 'the', 'deadly', 'form', 'of', 'the', 'flu', 'in', 'the', 'last', 'few', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
5735,"['Greece', 'agreed', 'to', 'take', 'those', 'steps', 'in', 'return', 'for', 'a', 'massive', 'emergency', 'loan', 'from', 'the', 'European', 'Union', 'and', 'International', 'Monetary', 'Fund', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O']"
5736,"['He', 'said', 'she', 'initially', 'did', 'not', 'tell', 'health', 'officials', 'that', 'she', 'lived', 'in', 'close', 'contact', 'with', 'ducks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5737,"['Nine', 'Egyptians', 'have', 'now', 'died', 'from', 'bird', 'flu', 'since', 'it', 'was', 'first', 'detected', 'in', 'Egyptian', 'poultry', 'in', 'February', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-tim', 'O']"
5738,"['Many', 'poor', 'Egyptians', 'live', 'in', 'close', 'contact', 'with', 'chickens', 'and', 'ducks', 'that', 'they', 'raise', 'for', 'their', 'own', 'consumption', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5739,"['The', 'U.S.', 'military', 'is', 'denying', 'a', 'report', 'that', 'Saddam', 'Hussein', 'has', 'begun', 'a', 'jailhouse', 'hunger', 'strike', ',', 'and', 'says', 'the', 'ousted', 'Iraqi', 'leader', 'had', 'eaten', 'on', 'Sunday', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
5740,"['A', 'lawyer', 'for', 'Iraq', ""'s"", 'former', 'deputy', 'prime', 'minister', 'Tariq', 'Aziz', 'said', 'earlier', 'that', 'Saddam', 'Hussein', 'and', 'other', 'detainees', 'had', 'stopped', 'eating', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5741,"['Monday', 'is', 'the', 'first', 'anniversary', 'of', 'Saddam', ""'s"", 'capture', 'by', 'U.S.', 'forces', '.']","['B-tim', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
5742,"['A', 'U.S.', 'spokesman', 'said', 'authorities', 'are', 'checking', 'reports', 'that', 'others', 'in', 'a', 'group', 'of', '11', 'high-profile', 'detainees', 'in', 'U.S.', 'custody', 'may', 'be', 'rejecting', 'some', 'meals', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5743,"['Meanwhile', ',', 'the', 'U.S.', 'military', 'says', 'a', 'U.S.', 'Marine', 'was', 'killed', 'in', 'action', 'west', 'of', 'Baghdad', 'Sunday', 'in', 'Anbar', 'province', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'B-geo', 'O', 'O']"
5744,"['Separately', ',', 'a', 'U.S.', 'soldier', 'wounded', 'by', 'a', 'roadside', 'bomb', 'Saturday', 'in', 'Baghdad', 'has', 'died', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O', 'O', 'O']"
5745,"['Military', 'officials', 'also', 'say', 'U.S.', 'forces', 'and', 'Iraqi', 'police', 'detained', 'more', 'than', '50', 'people', 'during', 'weekend', 'raids', 'targeting', 'insurgents', 'around', 'Baquba', ',', 'north', 'of', 'Baghdad', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O']"
5746,"['South', 'Korea', ""'s"", 'ambassador', 'to', 'China', 'is', 'being', 'quoted', 'saying', 'the', 'two', 'countries', 'could', 'open', 'talks', 'on', 'a', 'free', 'trade', 'agreement', 'next', 'year', '.']","['B-geo', 'I-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5747,"['Scientists', 'at', 'the', 'U.S.', 'space', 'agency', ',', 'NASA', ',', 'have', 'unveiled', 'dramatic', 'photographs', 'of', 'a', 'huge', 'crater', 'on', 'Mars', 'taken', 'by', 'the', 'roving', 'surface', 'probe', 'Opportunity', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5748,"['On', 'Friday', ',', 'Opportunity', 'sent', 'back', 'its', 'first', 'color', 'panorama', 'of', 'Victoria', ',', 'the', '800-meter-wide', 'Martian', 'crater', 'the', 'rover', 'reached', 'last', 'week', 'after', 'a', '21-month', 'trek', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
5749,"['NASA', 'scientists', 'told', 'reporters', 'Friday', 'the', 'sharp', 'images', 'of', 'rock', 'formations', 'and', 'soil', 'layers', 'open', 'a', 'window', 'on', 'the', 'past', 'of', 'the', 'planet', '.']","['B-org', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5750,"['They', 'say', 'Victoria', ""'s"", 'exposed', 'rock', 'layers', 'could', 'help', 'reveal', 'the', 'mystery', 'of', 'whether', 'life', 'existed', 'on', 'Mars', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
5751,"['NASA', 'also', 'displayed', 'new', 'photos', 'taken', 'by', 'the', 'Mars', 'Reconnaissance', 'satellite', 'orbiting', 'overhead', ',', 'that', 'included', 'pictures', 'of', 'Victoria', 'Crater', 'and', 'the', 'Opportunity', 'rover', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O']"
5752,"['NASA', 'researchers', 'say', 'they', 'will', 'use', 'the', 'photographs', 'to', 'plot', 'the', 'best', 'route', 'for', 'the', 'six-wheeled', 'rover', 'to', 'descend', 'into', 'the', 'crater', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5753,"['The', 'U.S.', 'media', 'seized', 'on', 'recent', 'reports', 'that', 'high', 'school', 'girls', 'in', 'a', 'Massachusetts', 'town', 'had', 'made', 'a', 'pact', 'to', 'get', 'pregnant', 'and', 'raise', 'babies', 'together', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5754,"['Officials', 'have', 'rejected', 'reports', 'of', 'a', 'pregnancy', 'pact', ',', 'but', 'the', 'incident', 'highlights', 'concern', 'among', 'some', 'adolescent', 'health', 'experts', 'that', 'the', 'U.S.', 'teen', 'birth', 'rate', 'is', 'starting', 'to', 'rise', 'again', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5755,"['Leta', 'Hong', 'Fincher', 'has', 'more', 'on', 'teen', 'mothers', 'and', 'efforts', 'to', 'reduce', 'teen', 'pregnancy', '.']","['B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5756,"['A', 'Nigerian', 'military', 'aircraft', 'carrying', 'at', 'least', '12', 'people', 'has', 'crashed', 'in', 'the', 'southeast', 'part', 'of', 'the', 'country', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5757,"['The', 'report', 'in', 'the', 'state-run', 'China', 'Daily', 'quotes', 'Ambassador', 'Yu', 'Woo-ik', 'as', 'saying', 'the', 'sides', '""', 'are', 'expected', 'to', 'initiate', 'official', 'FTA', 'talks', 'in', '2011', '.', '""']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-tim', 'O', 'O']"
5758,"['Military', 'officers', 'are', 'among', 'those', 'who', 'were', 'on', 'board', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5759,"['Some', 'on', 'the', 'plane', 'are', 'believed', 'to', 'have', 'survived', 'the', 'crash', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5760,"['The', 'air', 'force', 'plane', 'was', 'flying', 'from', 'Nigeria', ""'s"", 'capital', ',', 'Abuja', ',', 'to', 'Obudu', 'near', 'Nigeria', ""'s"", 'southeast', 'border', 'with', 'Cameroon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-per', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-org', 'O']"
5761,"['Former', 'Chilean', 'dictator', 'Augusto', 'Pinochet', 'is', 'spending', 'his', '90th', 'birthday', 'Friday', 'under', 'house', 'arrest', 'after', 'a', 'judge', 'charged', 'him', 'with', 'human', 'rights', 'violations', '.']","['O', 'B-gpe', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5762,"['The', 'charges', ',', 'which', 'were', 'leveled', 'against', 'the', 'former', 'dictator', 'Thursday', ',', 'stem', 'from', 'the', 'disappearance', 'of', 'seven', 'people', 'arrested', 'by', 'General', 'Pinochet', ""'s"", 'security', 'services', 'in', 'the', 'early', 'years', 'of', 'his', '1973', 'to', '1990', 'rule', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O', 'O']"
5763,"['They', 'were', 'among', '119', 'people', 'who', 'disappeared', 'while', 'in', 'custody', 'in', 'a', 'case', 'known', 'as', '""', 'Operation', 'Colombo', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-eve', 'I-eve', 'O', 'O']"
5764,"['This', 'is', 'the', 'second', 'indictment', 'in', 'two', 'days', 'against', 'the', 'former', 'dictator', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
5765,"['General', 'Pinochet', 'had', 'just', 'made', 'bail', 'following', 'his', 'indictment', 'Wednesday', 'on', 'charges', 'of', 'tax', 'evasion', ',', 'corruption', 'and', 'using', 'FALSE', 'passports', 'in', 'a', 'case', 'involving', 'an', 'estimated', '$', '27', 'million', 'hidden', 'in', 'foreign', 'bank', 'accounts', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5766,"['Dutch', 'oil', 'giant', 'Shell', 'has', 'asked', 'a', 'Nigerian', 'court', 'to', 'block', 'oil', 'workers', 'from', 'joining', 'a', 'nationwide', 'labor', 'strike', 'set', 'to', 'begin', 'November', '16', '.']","['B-gpe', 'O', 'O', 'B-per', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
5767,"['A', 'judge', 'in', 'Lagos', 'Monday', 'declined', 'to', 'rule', 'on', 'the', 'case', 'immediately', 'and', 'scheduled', 'a', 'second', 'hearing', 'two', 'days', 'after', 'the', 'launch', 'of', 'the', 'strike', '.']","['O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5768,"['China', 'is', 'Asia', ""'s"", 'largest', 'economy', 'and', 'South', 'Korea', 'is', 'fourth-largest', 'on', 'the', 'continent', '.']","['B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
5769,"['Sunday', ',', 'the', 'country', ""'s"", 'main', 'labor', 'union', ',', 'the', 'Nigeria', 'Labor', 'Congress', ',', 'said', 'the', 'next', 'work', 'stoppage', 'will', 'be', '""', 'indefinite', '""', 'and', 'will', 'aim', 'to', 'disrupt', 'the', 'country', ""'s"", 'oil', 'exports', '.']","['B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5770,"['The', 'union', ""'s"", 'president', ',', 'Adams', 'Oshiomole', ',', 'also', 'called', 'Shell', 'an', '""', 'enemy', '""', 'of', 'the', 'Nigerian', 'people', '.']","['O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
5771,"['Last', 'month', ',', 'the', 'union', 'held', 'a', 'four-day', 'strike', ',', 'which', 'did', 'not', 'include', 'oil', 'workers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5772,"['Nigerian', 'unions', 'have', 'criticized', 'rising', 'fuel', 'prices', 'in', 'the', 'country', ',', 'Africa', ""'s"", 'leading', 'oil', 'producer', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
5773,"['The', 'government', 'says', 'price', 'hikes', 'are', 'needed', 'to', 'end', 'costly', 'subsidies', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5774,"['The', 'leader', 'of', 'a', 'Saudi', 'Arabian', 'opposition', 'group', 'is', 'calling', 'on', 'protesters', 'to', 'take', 'to', 'the', 'streets', 'of', 'Riyadh', 'and', 'Jeddah', 'Thursday', 'in', 'a', 'peaceful', 'call', 'for', 'the', 'monarchy', ""'s"", 'removal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5775,"['Saad', 'al-Fagih', ',', 'the', 'London-based', 'head', 'of', 'the', 'Movement', 'of', 'Islamic', 'Reform', 'in', 'Arabia', 'and', 'protest', 'organizer', ',', 'says', 'his', 'group', 'wants', 'total', 'change', ',', 'not', 'minor', 'economic', ',', 'political', 'or', 'social', 'reform', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5776,"['He', 'said', 'he', 'expects', '""', 'tens', 'of', 'thousands', '""', 'of', 'people', 'to', 'take', 'part', 'in', 'the', 'protest', ',', 'which', 'will', 'begin', 'after', 'noon', 'prayers', 'Thursday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O']"
5777,"['Such', 'demonstrations', 'are', 'illegal', 'in', 'Saudi', 'Arabia', ',', 'and', 'those', 'participating', 'would', 'risk', 'arrest', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5778,"['Mr.', 'Fagih', ',', 'has', 'lived', 'in', 'London', 'for', 'eight', 'years', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O']"
5779,"['Experts', 'say', 'those', 'who', 'learn', 'how', 'to', 'manage', 'the', 'disease', 'early', ',', 'can', 'live', 'healthier', 'and', 'more', 'normal', 'lives', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5780,"['South', 'Korea', 'sends', 'almost', 'one-quarter', 'of', 'its', 'exports', 'to', 'China', ',', 'but', 'faces', 'growing', 'competition', 'from', 'Taiwan', ',', 'which', 'just', 'completed', 'a', 'trade', 'agreement', 'with', 'China', '.']","['B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
5781,"['Last', 'year', ',', 'he', 'accused', 'Saudi', 'agents', 'of', 'attempting', 'to', 'kill', 'him', 'in', 'a', 'stabbing', 'incident', 'at', 'his', 'London', 'home', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
5782,"['The', 'Saudi', 'government', 'denied', 'any', 'involvement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5783,"['Former', 'Iraqi', 'President', 'Abdel', 'Rahman', 'Aref', ',', 'who', 'was', 'overthrown', 'in', 'a', '1968', 'coup', 'that', 'brought', 'Saddam', 'Hussein', ""'s"", 'Baath', 'Party', 'to', 'power', ',', 'has', 'died', 'in', 'Jordan', '.']","['O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O']"
5784,"['He', 'was', '91', '.']","['O', 'O', 'O', 'O']"
5785,"['Mr.', 'Aref', 'died', 'Friday', 'at', 'a', 'hospital', 'in', 'Amman', '.']","['B-per', 'I-per', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
5786,"['He', 'had', 'lived', 'in', 'Jordan', 'for', 'the', 'last', 'three', 'years', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
5787,"['Mr.', 'Aref', ',', 'who', 'is', 'survived', 'by', 'his', 'wife', 'and', 'five', 'children', ',', 'became', 'president', 'in', '1966', 'after', 'his', 'brother', ',', 'who', 'was', 'president', 'at', 'the', 'time', ',', 'died', 'in', 'an', 'aviation', 'crash', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5788,"['The', 'brother', 'was', 'part', 'of', 'a', '1958', 'military', 'coup', 'that', 'overthrew', 'the', 'monarchy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5789,"['Mr.', 'Aref', 'was', 'president', 'for', 'two', 'years', ',', 'until', 'he', 'was', 'ousted', 'in', 'a', 'Baathist', 'Party', 'coup', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O']"
5790,"['He', 'lived', 'in', 'exile', 'in', 'Turkey', 'and', 'eventually', 'returned', 'to', 'Iraq', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
5791,"['South', 'Korea', 'has', 'been', 'pursuing', 'other', 'trade', 'deals', 'to', 'prop', 'up', 'its', 'export-driven', 'economy', '.']","['B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5792,"['He', 'moved', 'to', 'Jordan', 'in', '2004', '.']","['O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O']"
5793,"['The', 'World', 'Health', 'Organization', 'estimates', 'that', 'at', 'least', '17', 'million', 'people', 'die', 'every', 'year', 'from', 'cardiovascular', 'disease', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
5794,"['Because', 'heart', 'related', 'illnesses', 'are', 'often', 'diagnosed', 'in', 'people', 'who', 'are', 'overweight', 'or', 'obese', ',', 'treatment', 'can', 'be', 'complicated', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5795,"['But', 'as', 'VOA', ""'s"", 'Melinda', 'Smith', 'reports', ',', 'a', 'drug', 'used', 'for', 'weight', 'loss', 'is', 'showing', 'promise', 'for', 'some', 'heart', 'patients', '.']","['O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
